Signal,Date,Close Price,Shares Bought,Profit/Loss,Investment,Remaining Cash,Hold,Total Cash,SMA1,SMA2,Percentage Difference,Highest Average Percentage,Lowest Average Percentage
Sell,2023-09-04 10:15:00+05:30,47.54000092,0,0,0,99183.54657,Sell Hold,99183.54657,12,17,,0.370337122,2.667433764
Short Sell,2023-09-04 10:15:00+05:30,47.54000092,2089,0,99311.06191,23.6195488,Sell Hold,99334.68146,12,17,0,0.370337122,2.667433764
Short Sell,2023-09-04 11:15:00+05:30,47.54000092,2089,0,99311.06191,23.6195488,Sell Hold,99334.68146,12,17,0,0.370337122,2.667433764
Short Sell,2023-09-04 12:15:00+05:30,47.56000137,2088,-5.779045105,99305.28287,29.3985939,Sell Hold,99328.90242,12,17,-0.005819135,0.370337122,2.667433764
Short Sell,2023-09-04 13:15:00+05:30,47.79000092,2078,2.339035034,99307.6219,21.28051376,Sell Hold,99331.24145,12,17,0.002355398,0.370337122,2.667433764
Short Sell,2023-09-04 14:15:00+05:30,47.61999893,2085,-19.92412949,99287.69777,43.54367828,Sell Hold,99311.31732,12,17,-0.020063042,0.370337122,2.667433764
Short Sell,2023-09-05 09:15:00+05:30,48,2068,-23.69777298,99264,47.31732178,Sell Hold,99287.61955,12,17,-0.023867784,0.370337122,2.667433764
Short Sell,2023-09-05 10:15:00+05:30,47.99000168,2068,-20.67652893,99243.32347,44.29607773,Sell Hold,99266.94302,12,17,-0.020829837,0.370337122,2.667433764
Short Sell,2023-09-05 11:15:00+05:30,47.72999954,2079,-12.65442276,99230.66905,36.27397156,Sell Hold,99254.2886,12,17,-0.012750906,0.370337122,2.667433764
Short Sell,2023-09-05 13:15:00+05:30,47.66999817,2082,18.26713943,99248.93619,5.352409363,Sell Hold,99272.55574,12,17,0.018408764,0.370337122,2.667433764
Short Sell,2023-09-05 14:15:00+05:30,47.93999863,2070,-13.13903046,99235.79716,36.75857925,Sell Hold,99259.41671,12,17,-0.01323846,0.370337122,2.667433764
Short Sell,2023-09-06 09:15:00+05:30,47.79000092,2076,-23.75525665,99212.0419,47.37480545,Sell Hold,99235.66145,12,17,-0.023938193,0.370337122,2.667433764
Short Sell,2023-09-06 10:15:00+05:30,47.93999863,2069,-24.18474197,99187.85716,47.80429077,Sell Hold,99211.47671,12,17,-0.024376821,0.370337122,2.667433764
Short Sell,2023-09-06 11:15:00+05:30,47.72999954,2078,-4.918109894,99182.93905,28.53765869,Sell Hold,99206.5586,12,17,-0.004958379,0.370337122,2.667433764
Short Sell,2023-09-06 13:15:00+05:30,47.93999863,2069,4.918109894,99187.85716,18.7014389,Sell Hold,99211.47671,12,17,0.004958625,0.370337122,2.667433764
Short Sell,2023-09-06 14:15:00+05:30,48.04000092,2065,14.7447319,99202.60189,8.874816895,Sell Hold,99226.22144,12,17,0.014865461,0.370337122,2.667433764
Short Sell,2023-09-06 15:15:00+05:30,47.95999908,2068,-21.32378387,99181.27811,44.94333267,Sell Hold,99204.89766,12,17,-0.021495186,0.370337122,2.667433764
Short Sell,2023-09-07 09:15:00+05:30,48,2066,-13.27810669,99168,36.89765549,Sell Hold,99191.61955,12,17,-0.013387715,0.370337122,2.667433764
Short Sell,2023-09-07 10:15:00+05:30,48.22999954,2056,-7.120941162,99160.87906,30.74048996,Sell Hold,99184.49861,12,17,-0.007180684,0.370337122,2.667433764
Short Sell,2023-09-07 11:15:00+05:30,48.20000076,2057,-13.47748947,99147.40157,37.09703827,Sell Hold,99171.02112,12,17,-0.013591539,0.370337122,2.667433764
Short Sell,2023-09-07 12:15:00+05:30,48.38999939,2049,3.707180023,99151.10875,19.91236877,Sell Hold,99174.7283,12,17,0.003739059,0.370337122,2.667433764
Short Sell,2023-09-07 14:15:00+05:30,48.29999924,2053,8.789684296,99159.89843,14.8298645,Sell Hold,99183.51798,12,17,0.008864938,0.370337122,2.667433764
Short Sell,2023-09-07 15:15:00+05:30,48.29999924,2053,0,99159.89843,23.6195488,Sell Hold,99183.51798,12,17,0,0.370337122,2.667433764
Short Sell,2023-09-08 09:15:00+05:30,48.49000168,2045,2.154998779,99162.05343,21.46455002,Sell Hold,99185.67298,12,17,0.002173256,0.370337122,2.667433764
Short Sell,2023-09-08 10:15:00+05:30,48.5,2045,20.44656754,99182.5,3.172981262,Sell Hold,99206.11955,12,17,0.020619347,0.370337122,2.667433764
Short Sell,2023-09-08 11:15:00+05:30,48.65000153,2039,14.85311127,99197.35311,8.766437531,Sell Hold,99220.97266,12,17,0.014975536,0.370337122,2.667433764
Short Sell,2023-09-08 12:15:00+05:30,48.54000092,2044,18.40876007,99215.76187,5.210788727,Sell Hold,99239.38142,12,17,0.018557713,0.370337122,2.667433764
Short Sell,2023-09-08 13:15:00+05:30,48.75,2035,-9.511871338,99206.25,33.13142014,Sell Hold,99229.86955,12,17,-0.009587057,0.370337122,2.667433764
Short Sell,2023-09-08 14:15:00+05:30,48.54999924,2043,-18.60155869,99187.64844,42.22110748,Sell Hold,99211.26799,12,17,-0.01875039,0.370337122,2.667433764
Short Sell,2023-09-08 15:15:00+05:30,48.49000168,2046,22.89499283,99210.54343,0.724555969,Sell Hold,99234.16298,12,17,0.023082504,0.370337122,2.667433764
Short Sell,2023-09-11 09:15:00+05:30,49,2025,14.45656586,99225,9.162982941,Sell Hold,99248.61955,12,17,0.014571602,0.370337122,2.667433764
Short Sell,2023-09-11 10:15:00+05:30,49,2025,0,99225,23.6195488,Sell Hold,99248.61955,12,17,0,0.370337122,2.667433764
Short Sell,2023-09-11 11:15:00+05:30,49,2025,0,99225,23.6195488,Sell Hold,99248.61955,12,17,0,0.370337122,2.667433764
Short Sell,2023-09-11 14:15:00+05:30,49.15000153,2019,8.85308075,99233.85308,14.76646805,Sell Hold,99257.47263,12,17,0.008922228,0.370337122,2.667433764
Short Sell,2023-09-11 15:15:00+05:30,49.15000153,2019,0,99233.85308,23.6195488,Sell Hold,99257.47263,12,17,0,0.370337122,2.667433764
Short Sell,2023-09-12 09:15:00+05:30,48.70000076,2038,16.74847412,99250.60155,6.871074677,Sell Hold,99274.2211,12,17,0.016877783,0.370337122,2.667433764
Short Sell,2023-09-12 10:15:00+05:30,48.58000183,2043,-1.657814026,99248.94374,25.27736282,Sell Hold,99272.56329,12,17,-0.001670331,0.370337122,2.667433764
Short Sell,2023-09-12 11:15:00+05:30,48.5,2046,-17.94374084,99231,41.56328964,Sell Hold,99254.61955,12,17,-0.018079528,0.370337122,2.667433764
Short Sell,2023-09-12 12:15:00+05:30,48.20000076,2059,12.80157089,99243.80157,10.81797791,Sell Hold,99267.42112,12,17,0.012900778,0.370337122,2.667433764
Short Sell,2023-09-12 13:15:00+05:30,48.31000137,2054,-15.05875015,99228.74282,38.67829895,Sell Hold,99252.36237,12,17,-0.015173492,0.370337122,2.667433764
Short Sell,2023-09-12 14:15:00+05:30,48.20999908,2058,-12.5647049,99216.17812,36.18425369,Sell Hold,99239.79766,12,17,-0.012662364,0.370337122,2.667433764
Short Sell,2023-09-12 15:15:00+05:30,48.18999863,2059,7.029056549,99223.20717,16.59049225,Sell Hold,99246.82672,12,17,0.007084587,0.370337122,2.667433764
Buy,2023-09-13 09:15:00+05:30,47.90000153,2071,0,99200.90316,45.9235611,Buy,99224.52271,12,17,,0.370337122,2.667433764
Buy Hold,2023-09-13 09:15:00+05:30,47.90000153,2071,0,99200.90316,45.9235611,Buy Hold,99224.52271,12,17,0,0.370337122,2.667433764
Buy Hold,2023-09-13 10:15:00+05:30,47.99000168,2071,186.390316,99387.29348,45.9235611,Buy Hold,99410.91302,12,17,0.187891753,0.370337122,2.667433764
Buy Hold,2023-09-13 11:15:00+05:30,47.99000168,2071,0,99387.29348,45.9235611,Buy Hold,99410.91302,12,17,0,0.370337122,2.667433764
Buy Hold,2023-09-13 12:15:00+05:30,47.99000168,2071,0,99387.29348,45.9235611,Buy Hold,99410.91302,12,17,0,0.370337122,2.667433764
Buy Hold,2023-09-13 13:15:00+05:30,48.11000061,2071,248.5177879,99635.81126,45.9235611,Buy Hold,99659.43081,12,17,0.25004986,0.370337122,2.667433764
Buy Hold,2023-09-13 14:15:00+05:30,48.09000015,2071,-41.42094803,99594.39032,45.9235611,Buy Hold,99618.00986,12,17,-0.04157235,0.370337122,2.667433764
Buy Hold,2023-09-13 15:15:00+05:30,48.13000107,2071,82.84189606,99677.23221,45.9235611,Buy Hold,99700.85176,12,17,0.083179279,0.370337122,2.667433764
Buy Hold,2023-09-14 09:15:00+05:30,48.68999863,1035,49283.08363,50394.14858,50488.76214,Buy Hold,100882.9107,12,17,1.163510381,0.370337122,2.667433764
Buy Hold,2023-09-14 10:15:00+05:30,48.68999863,1035,0,50394.14858,45.9235611,Buy Hold,100882.9107,12,17,100.0966184,0.370337122,2.667433764
Buy Hold,2023-09-14 11:15:00+05:30,48.70999908,1035,20.70047379,50414.84905,45.9235611,Buy Hold,100903.6112,12,17,100.1788123,0.370337122,2.667433764
Buy Hold,2023-09-14 12:15:00+05:30,48.68000031,1035,-31.04873657,50383.80032,45.9235611,Buy Hold,100872.5625,12,17,99.97338587,0.370337122,2.667433764
Buy Hold,2023-09-14 13:15:00+05:30,48.65000153,1035,-31.04873657,50352.75158,45.9235611,Buy Hold,100841.5137,12,17,99.97330993,0.370337122,2.667433764
Sell,2023-09-14 13:15:00+05:30,48.65000153,0,0,0,100841.5137,Sell Hold,100841.5137,12,17,,0.370337122,2.667433764
Short Sell,2023-09-14 13:15:00+05:30,48.65000153,2072,0,100802.8032,37.0970192,Sell Hold,100839.9002,12,17,0,0.370337122,2.667433764
Short Sell,2023-09-14 14:15:00+05:30,48.41999817,2082,7.633026123,100810.4362,29.46399307,Sell Hold,100847.5332,12,17,0.007572236,0.370337122,2.667433764
Short Sell,2023-09-14 15:15:00+05:30,48.45000076,2081,14.01539993,100824.4516,23.08161926,Sell Hold,100861.5486,12,17,0.013902727,0.370337122,2.667433764
Short Sell,2023-09-15 09:15:00+05:30,48.5,2079,7.048412323,100831.5,30.04860687,Sell Hold,100868.597,12,17,0.006990777,0.370337122,2.667433764
Short Sell,2023-09-15 10:15:00+05:30,48.68999863,2071,5.487155914,100836.9872,31.60986328,Sell Hold,100874.0842,12,17,0.005441906,0.370337122,2.667433764
Short Sell,2023-09-15 11:15:00+05:30,48.68999863,2071,0,100836.9872,37.0970192,Sell Hold,100874.0842,12,17,0,0.370337122,2.667433764
Short Sell,2023-09-15 13:15:00+05:30,48.68999863,2071,0,100836.9872,37.0970192,Sell Hold,100874.0842,12,17,0,0.370337122,2.667433764
Short Sell,2023-09-15 14:15:00+05:30,48.68999863,2071,0,100836.9872,37.0970192,Sell Hold,100874.0842,12,17,0,0.370337122,2.667433764
Short Sell,2023-09-15 15:15:00+05:30,48.68999863,2071,0,100836.9872,37.0970192,Sell Hold,100874.0842,12,17,0,0.370337122,2.667433764
Short Sell,2023-09-18 09:15:00+05:30,48.91999817,2062,36.04906845,100873.0362,1.047950745,Sell Hold,100910.1332,12,17,0.035749847,0.370337122,2.667433764
Short Sell,2023-09-18 10:15:00+05:30,48.79999924,2067,-3.437801361,100869.5984,40.53482056,Sell Hold,100906.6954,12,17,-0.003408048,0.370337122,2.667433764
Short Sell,2023-09-18 11:15:00+05:30,48.50999832,2080,31.19808578,100900.7965,5.898933411,Sell Hold,100937.8935,12,17,0.030929127,0.370337122,2.667433764
Buy,2023-09-18 12:15:00+05:30,48.84999847,2066,0,100924.0968,13.79668045,Buy,100961.1939,12,17,,0.370337122,2.667433764
Buy Hold,2023-09-18 12:15:00+05:30,48.84999847,2066,0,100924.0968,13.79668045,Buy Hold,100961.1939,12,17,0,0.370337122,2.667433764
Buy Hold,2023-09-18 13:15:00+05:30,48.75,2066,-206.5968475,100717.5,13.79668045,Buy Hold,100754.597,12,17,-0.204705173,0.370337122,2.667433764
Sell,2023-09-18 13:15:00+05:30,48.75,0,0,0,100754.597,Sell Hold,100754.597,12,17,,0.370337122,2.667433764
Short Sell,2023-09-18 13:15:00+05:30,48.75,2070,0,100912.5,48.69386673,Sell Hold,100961.1939,12,17,0,0.370337122,2.667433764
Short Sell,2023-09-18 14:15:00+05:30,48.61000061,2076,1.86126709,100914.3613,46.83259964,Sell Hold,100963.0551,12,17,0.001844437,0.370337122,2.667433764
Short Sell,2023-09-20 09:15:00+05:30,48.25999832,2092,45.55522156,100959.9165,3.138645172,Sell Hold,101008.6104,12,17,0.045142456,0.370337122,2.667433764
Short Sell,2023-09-20 10:15:00+05:30,48.36000061,2088,15.76478577,100975.6813,32.92908096,Sell Hold,101024.3751,12,17,0.015614896,0.370337122,2.667433764
Short Sell,2023-09-21 09:15:00+05:30,47.88000107,2109,3.240978241,100978.9223,45.45288849,Sell Hold,101027.6161,12,17,0.003209662,0.370337122,2.667433764
Buy,2023-09-21 10:15:00+05:30,48.27999878,2092,0,101001.7574,25.8586731,Buy,101050.4513,12,17,,0.370337122,2.667433764
Buy Hold,2023-09-21 10:15:00+05:30,48.27999878,2092,0,101001.7574,25.8586731,Buy Hold,101050.4513,12,17,0,0.370337122,2.667433764
Buy Hold,2023-09-21 11:15:00+05:30,48,2092,-585.7574463,100416,25.8586731,Buy Hold,100464.6939,12,17,-0.579947776,0.370337122,2.667433764
Buy Hold,2023-09-21 12:15:00+05:30,47.75,2092,-523,99893,25.8586731,Buy Hold,99941.69387,12,17,-0.520833333,0.370337122,2.667433764
Buy Hold,2023-09-21 13:15:00+05:30,47.88999939,2092,292.8787231,100185.8787,25.8586731,Buy Hold,100234.5726,12,17,0.293192439,0.370337122,2.667433764
Buy Hold,2023-09-21 14:15:00+05:30,47.75,2092,-292.8787231,99893,25.8586731,Buy Hold,99941.69387,12,17,-0.292335334,0.370337122,2.667433764
Buy Hold,2023-09-21 15:15:00+05:30,47.75,2092,0,99893,25.8586731,Buy Hold,99941.69387,12,17,0,0.370337122,2.667433764
Buy Hold,2023-09-22 09:15:00+05:30,47.84000015,2092,188.2803192,100081.2803,25.8586731,Buy Hold,100129.9742,12,17,0.188481995,0.370337122,2.667433764
Buy Hold,2023-09-22 10:15:00+05:30,48,2092,334.7196808,100416,25.8586731,Buy Hold,100464.6939,12,17,0.334447841,0.370337122,2.667433764
Buy Hold,2023-09-22 12:15:00+05:30,48,2092,0,100416,25.8586731,Buy Hold,100464.6939,12,17,0,0.370337122,2.667433764
Buy Hold,2023-09-22 14:15:00+05:30,47.59999847,2092,-836.8031921,99579.19681,25.8586731,Buy Hold,99627.89067,12,17,-0.833336512,0.370337122,2.667433764
Buy Hold,2023-09-22 15:15:00+05:30,47.59999847,2092,0,99579.19681,25.8586731,Buy Hold,99627.89067,12,17,0,0.370337122,2.667433764
Buy Hold,2023-09-25 09:15:00+05:30,47.54000092,2092,-125.5148926,99453.68192,25.8586731,Buy Hold,99502.37578,12,17,-0.126045295,0.370337122,2.667433764
Buy Hold,2023-09-25 10:15:00+05:30,47.40000153,2092,-292.8787231,99160.80319,25.8586731,Buy Hold,99209.49706,12,17,-0.294487562,0.370337122,2.667433764
Buy Hold,2023-09-25 12:15:00+05:30,47.59999847,1046,49371.20479,49789.5984,49815.45708,Buy Hold,99605.05548,12,17,0.421934476,0.370337122,2.667433764
Buy Hold,2023-09-25 13:15:00+05:30,47.65999985,1046,62.76143646,49852.35984,25.8586731,Buy Hold,99667.81692,12,17,100.2521066,0.370337122,2.667433764
Buy Hold,2023-09-25 14:15:00+05:30,47.72000122,1046,62.76143646,49915.12128,25.8586731,Buy Hold,99730.57835,12,17,100.2517892,0.370337122,2.667433764
Buy Hold,2023-09-26 09:15:00+05:30,47.95000076,1046,240.5795212,50155.7008,25.8586731,Buy Hold,99971.15788,12,17,100.9639545,0.370337122,2.667433764
Buy Hold,2023-09-26 10:15:00+05:30,47.70000076,1046,-261.5,49894.2008,25.8586731,Buy Hold,99709.65788,12,17,98.95724715,0.370337122,2.667433764
Buy Hold,2023-09-26 11:15:00+05:30,47.75999832,1046,62.75744629,49956.95824,25.8586731,Buy Hold,99772.41532,12,17,100.2515621,0.370337122,2.667433764
Buy Hold,2023-09-26 12:15:00+05:30,47.59999847,1046,-167.3598404,49789.5984,25.8586731,Buy Hold,99605.05548,12,17,99.32998387,0.370337122,2.667433764
Buy Hold,2023-09-26 13:15:00+05:30,47.59999847,1046,0,49789.5984,25.8586731,Buy Hold,99605.05548,12,17,100,0.370337122,2.667433764
Buy Hold,2023-09-27 09:15:00+05:30,47.74000168,1046,146.4433517,49936.04176,25.8586731,Buy Hold,99751.49883,12,17,100.5882488,0.370337122,2.667433764
Buy Hold,2023-09-27 10:15:00+05:30,47.50999832,1046,-240.5835114,49695.45824,25.8586731,Buy Hold,99510.91532,12,17,99.03643339,0.370337122,2.667433764
Buy Hold,2023-09-27 12:15:00+05:30,47.59999847,1046,94.14015961,49789.5984,25.8586731,Buy Hold,99605.05548,12,17,100.3788683,0.370337122,2.667433764
Buy Hold,2023-09-28 09:15:00+05:30,47.20999908,1046,-407.9393616,49381.65904,25.8586731,Buy Hold,99197.11612,12,17,98.36134705,0.370337122,2.667433764
Sell,2023-09-28 09:15:00+05:30,47.20999908,0,0,0,99197.11612,Sell Hold,99197.11612,12,17,,0.370337122,2.667433764
Short Sell,2023-09-28 09:15:00+05:30,47.20999908,2110,0,99613.09807,14.79260635,Sell Hold,99627.89067,12,17,0,0.370337122,2.667433764
Short Sell,2023-09-28 10:15:00+05:30,47.65000153,2090,-24.59487915,99588.50319,39.3874855,Sell Hold,99603.2958,12,17,-0.024690407,0.370337122,2.667433764
Short Sell,2023-09-28 11:15:00+05:30,47.68000031,2088,-32.66255188,99555.84064,47.45515823,Sell Hold,99570.63324,12,17,-0.032797513,0.370337122,2.667433764
Short Sell,2023-09-28 12:15:00+05:30,47.56000137,2093,-12.75776291,99543.08287,27.55036926,Sell Hold,99557.87548,12,17,-0.012814681,0.370337122,2.667433764
Buy,2023-09-28 13:15:00+05:30,47.45000076,2098,0,99550.1016,7.773880005,Buy,99564.89421,12,17,,0.370337122,2.667433764
Buy Hold,2023-09-28 13:15:00+05:30,47.45000076,2098,0,99550.1016,7.773880005,Buy Hold,99564.89421,12,17,0,0.370337122,2.667433764
Buy Hold,2023-09-28 14:15:00+05:30,47.24000168,2098,-440.5780792,99109.52352,7.773880005,Buy Hold,99124.31613,12,17,-0.442569191,0.370337122,2.667433764
Buy Hold,2023-09-29 09:15:00+05:30,47.43999863,1049,49344.96496,49764.55856,49772.33244,Buy Hold,99536.891,12,17,0.42336355,0.370337122,2.667433764
Buy Hold,2023-09-29 10:15:00+05:30,47.75999832,1049,335.6796799,50100.23824,7.773880005,Buy Hold,99872.57068,12,17,101.3490713,0.370337122,2.667433764
Buy Hold,2023-09-29 11:15:00+05:30,47.45999908,1049,-314.6991997,49785.53904,7.773880005,Buy Hold,99557.87148,12,17,98.74372174,0.370337122,2.667433764
Buy Hold,2023-09-29 12:15:00+05:30,47.63999939,1049,188.8203201,49974.35936,7.773880005,Buy Hold,99746.6918,12,17,100.7585348,0.370337122,2.667433764
Buy Hold,2023-09-29 14:15:00+05:30,47.88000107,1049,251.7617607,50226.12112,7.773880005,Buy Hold,99998.45356,12,17,101.0075637,0.370337122,2.667433764
Buy Hold,2023-09-29 15:15:00+05:30,49.43999863,1049,1636.437439,51862.55856,7.773880005,Buy Hold,101634.891,12,17,106.5162804,0.370337122,2.667433764
Sell,2023-09-29 15:15:00+05:30,49.43999863,0,0,0,101634.891,Sell Hold,101634.891,12,17,,0.370337122,2.667433764
Short Sell,2023-09-29 15:15:00+05:30,49.43999863,2032,0,100462.0772,4.957637787,Sell Hold,100467.0348,12,17,0,0.370337122,2.667433764
Short Sell,2023-10-03 09:15:00+05:30,47.65999985,2107,-42.45753098,100419.6197,47.41516876,Sell Hold,100424.5773,12,17,-0.042262247,0.370337122,2.667433764
Short Sell,2023-10-03 10:15:00+05:30,47.79000092,2101,-12.82775497,100406.7919,17.78539276,Sell Hold,100411.7496,12,17,-0.012774152,0.370337122,2.667433764
Short Sell,2023-10-03 11:15:00+05:30,47.74000168,2103,-9.568393707,100397.2235,14.52603149,Sell Hold,100402.1812,12,17,-0.009529628,0.370337122,2.667433764
Short Sell,2023-10-03 12:15:00+05:30,47.74000168,2103,0,100397.2235,4.957637787,Sell Hold,100402.1812,12,17,0,0.370337122,2.667433764
Short Sell,2023-10-03 13:15:00+05:30,47.81000137,2100,3.779354095,100401.0029,1.178283691,Sell Hold,100405.9605,12,17,0.003764401,0.370337122,2.667433764
Short Sell,2023-10-03 15:15:00+05:30,49.56999969,2025,-21.75350189,100379.2494,26.71113968,Sell Hold,100384.207,12,17,-0.021666618,0.370337122,2.667433764
Short Sell,2023-10-04 09:15:00+05:30,47.43000031,2116,-17.36873627,100361.8806,22.32637405,Sell Hold,100366.8383,12,17,-0.017303114,0.370337122,2.667433764
Short Sell,2023-10-04 10:15:00+05:30,47.43999863,2115,-26.28355026,100335.5971,31.24118805,Sell Hold,100340.5547,12,17,-0.026188778,0.370337122,2.667433764
Short Sell,2023-10-04 11:15:00+05:30,47.22999954,2124,-19.07806778,100316.519,24.03570557,Sell Hold,100321.4767,12,17,-0.019014256,0.370337122,2.667433764
Short Sell,2023-10-04 12:15:00+05:30,46.86000061,2140,-36.11772156,100280.4013,41.07535934,Sell Hold,100285.3589,12,17,-0.036003763,0.370337122,2.667433764
Short Sell,2023-10-04 13:15:00+05:30,47.15999985,2126,-18.24163055,100262.1597,23.19926834,Sell Hold,100267.1173,12,17,-0.018190624,0.370337122,2.667433764
Buy,2023-10-04 14:15:00+05:30,46.93000031,2136,0,100242.4807,24.63666153,Buy,100247.4383,12,17,,0.370337122,2.667433764
Buy Hold,2023-10-04 14:15:00+05:30,46.93000031,2136,0,100242.4807,24.63666153,Buy Hold,100247.4383,12,17,0,0.370337122,2.667433764
Buy Hold,2023-10-04 15:15:00+05:30,47.04999924,2136,256.3177185,100498.7984,24.63666153,Buy Hold,100503.756,12,17,0.255697701,0.370337122,2.667433764
Buy Hold,2023-10-05 09:15:00+05:30,47.33000183,1068,49950.35641,50548.44196,50573.07862,Buy Hold,101121.5206,12,17,0.595117106,0.370337122,2.667433764
Buy Hold,2023-10-05 10:15:00+05:30,47.29999924,1068,-32.04277039,50516.39919,24.63666153,Buy Hold,101089.4778,12,17,99.87321955,0.370337122,2.667433764
Buy Hold,2023-10-05 11:15:00+05:30,47.02000046,1068,-299.0386963,50217.36049,24.63666153,Buy Hold,100790.4391,12,17,98.8160728,0.370337122,2.667433764
Buy Hold,2023-10-05 12:15:00+05:30,47.15000153,1068,138.8411407,50356.20163,24.63666153,Buy Hold,100929.2802,12,17,100.5529607,0.370337122,2.667433764
Buy Hold,2023-10-05 13:15:00+05:30,47.38999939,1068,256.3177185,50612.51935,24.63666153,Buy Hold,101185.598,12,17,101.0180185,0.370337122,2.667433764
Buy Hold,2023-10-06 09:15:00+05:30,47.27000046,1068,-128.1588593,50484.36049,24.63666153,Buy Hold,101057.4391,12,17,99.49356854,0.370337122,2.667433764
Buy Hold,2023-10-06 10:15:00+05:30,47.36999893,1068,106.7983704,50591.15886,24.63666153,Buy Hold,101164.2375,12,17,100.4230949,0.370337122,2.667433764
Buy Hold,2023-10-06 11:15:00+05:30,47.36999893,1068,0,50591.15886,24.63666153,Buy Hold,101164.2375,12,17,100,0.370337122,2.667433764
Buy Hold,2023-10-06 12:15:00+05:30,47.54999924,1068,192.2403259,50783.39919,24.63666153,Buy Hold,101356.4778,12,17,100.759976,0.370337122,2.667433764
Buy Hold,2023-10-06 13:15:00+05:30,47.36999893,1068,-192.2403259,50591.15886,24.63666153,Buy Hold,101164.2375,12,17,99.24290091,0.370337122,2.667433764
Sell,2023-10-06 13:15:00+05:30,47.36999893,0,0,0,101164.2375,Sell Hold,101164.2375,12,17,,0.370337122,2.667433764
Short Sell,2023-10-06 13:15:00+05:30,47.36999893,2144,0,101561.2777,10.47829819,Sell Hold,101571.756,12,17,0,0.370337122,2.667433764
Short Sell,2023-10-06 14:15:00+05:30,47.52999878,2137,10.3296814,101571.6074,0.148616791,Sell Hold,101582.0857,12,17,0.010170886,0.370337122,2.667433764
Short Sell,2023-10-09 09:15:00+05:30,47.13000107,2155,-6.455089569,101565.1523,16.93338776,Sell Hold,101575.6306,12,17,-0.006355211,0.370337122,2.667433764
Short Sell,2023-10-09 10:15:00+05:30,47.18000031,2152,-33.79164505,101531.3607,44.26994324,Sell Hold,101541.839,12,17,-0.033270905,0.370337122,2.667433764
Short Sell,2023-10-09 12:15:00+05:30,46.95000076,2162,-25.45900726,101505.9016,35.93730545,Sell Hold,101516.3799,12,17,-0.025075018,0.370337122,2.667433764
Short Sell,2023-10-09 14:15:00+05:30,47,2159,-32.90164948,101473,43.37994766,Sell Hold,101483.4783,12,17,-0.032413534,0.370337122,2.667433764
Short Sell,2023-10-09 15:15:00+05:30,46.99000168,2159,-21.58637619,101451.4136,32.06467438,Sell Hold,101461.8919,12,17,-0.021273025,0.370337122,2.667433764
Short Sell,2023-10-10 09:15:00+05:30,47.31000137,2144,-18.77067947,101432.6429,29.24897766,Sell Hold,101443.1212,12,17,-0.018502137,0.370337122,2.667433764
Short Sell,2023-10-10 10:15:00+05:30,47.38999939,2140,-18.04425049,101414.5987,28.52254868,Sell Hold,101425.077,12,17,-0.017789392,0.370337122,2.667433764
Short Sell,2023-10-10 12:15:00+05:30,47.38999939,2140,0,101414.5987,10.47829819,Sell Hold,101425.077,12,17,0,0.370337122,2.667433764
Buy,2023-10-10 14:15:00+05:30,47.56999969,2132,0,101419.2393,5.83764267,Buy,101429.7176,12,17,,0.370337122,2.667433764
Buy Hold,2023-10-10 14:15:00+05:30,47.56999969,2132,0,101419.2393,5.83764267,Buy Hold,101429.7176,12,17,0,0.370337122,2.667433764
Buy Hold,2023-10-11 09:15:00+05:30,47.95999908,1066,50293.88033,51125.35902,51131.19667,Buy Hold,102256.5557,12,17,0.819843162,0.370337122,2.667433764
Buy Hold,2023-10-11 10:15:00+05:30,47.99000168,1066,31.9827652,51157.34179,5.83764267,Buy Hold,102288.5385,12,17,100.1251151,0.370337122,2.667433764
Buy Hold,2023-10-11 13:15:00+05:30,47.68999863,1066,-319.8032532,50837.53854,5.83764267,Buy Hold,101968.7352,12,17,98.74972685,0.370337122,2.667433764
Buy Hold,2023-10-11 14:15:00+05:30,47.75,1066,63.96146393,50901.5,5.83764267,Buy Hold,102032.6967,12,17,100.2516308,0.370337122,2.667433764
Sell,2023-10-11 14:15:00+05:30,47.75,0,0,0,102032.6967,Sell Hold,102032.6967,12,17,,0.370337122,2.667433764
Short Sell,2023-10-11 14:15:00+05:30,47.75,2129,0,101659.75,25.80537033,Sell Hold,101685.5554,12,17,0,0.370337122,2.667433764
Short Sell,2023-10-11 15:15:00+05:30,47.75999832,2129,21.28642654,101681.0364,4.518943787,Sell Hold,101706.8418,12,17,0.020938893,0.370337122,2.667433764
Short Sell,2023-10-12 09:15:00+05:30,48.00999832,2118,4.140018463,101685.1764,21.66535187,Sell Hold,101710.9818,12,17,0.004071574,0.370337122,2.667433764
Short Sell,2023-10-12 12:15:00+05:30,48.00999832,2118,0,101685.1764,25.80537033,Sell Hold,101710.9818,12,17,0,0.370337122,2.667433764
Short Sell,2023-10-12 13:15:00+05:30,47.95999908,2120,-9.978385925,101675.1981,35.78375626,Sell Hold,101701.0034,12,17,-0.009813019,0.370337122,2.667433764
Short Sell,2023-10-12 14:15:00+05:30,47.95999908,2120,0,101675.1981,25.80537033,Sell Hold,101701.0034,12,17,0,0.370337122,2.667433764
Short Sell,2023-10-13 09:15:00+05:30,48.00999832,2118,9.978385925,101685.1764,15.82698441,Sell Hold,101710.9818,12,17,0.009813982,0.370337122,2.667433764
